64	236	遗弃	104	1	1	1	1	1	1	1	1	0	1
65	237	拐骗儿童	75	2	1	1	1	1	2	1	1	0	1
66	241	非法获取公民个人信息	139	1	2	1	1	1	1	1	1	0	1
67	243	强迫劳动	33	1	1	1	0	1	2	1	1	0	1
68	246	抢劫	11316	0	1	2	0	1	2	0	2	0	1
69	247	盗窃	219839	0	1	1	1	1	2	0	1	0	1
70	248	诈骗	27885	0	1	1	1	1	2	0	1	0	1
71	249	抢夺	4791	0	1	1	1	1	0	0	1	0	1
72	251	侵占	48	0	1	1	1	1	2	0	1	0	1
73	253	挪用资金	1971	0	1	1	1	1	1	1	1	0	1
74	254	挪用特定款物	28	0	1	1	1	1	1	1	1	0	1
75	255	敲诈勒索	4124	0	1	1	1	1	1	0	1	0	1
76	256	故意毁坏财物	5466	1	1	1	1	1	1	1	1	0	1
77	257	破坏生产经营	490	1	1	1	1	1	1	1	1	0	2
78	258	拒不支付劳动报酬	1686	1	1	1	1	1	1	0	1	0	1
79	261	妨害公务	10939	1	1	1	0	1	0	1	1	0	1
80	263	招摇撞骗	610	1	1	1	1	1	2	1	1	0	1
81	264	伪造、变造、买卖国家机关公文、证件、印章	2011	0	0	1	1	1	1	1	1	0	1
82	266	伪造公司、企业、事业单位、人民团体印章	991	0	1	1	1	1	1	1	1	0	1
83	267	伪造、变造居民身份证	200	0	2	1	1	1	1	1	1	0	1
84	268	非法生产、买卖警用装备	32	0	0	1	1	1	1	1	1	0	1
85	269	非法获取国家秘密	34	2	2	1	1	1	1	1	1	0	1
86	274	破坏计算机信息系统	23	2	1	1	1	1	1	1	1	0	1
87	275	扰乱无线电通讯管理秩序	192	1	1	1	1	1	1	1	1	0	1
88	276	聚众扰乱社会秩序	315	1	1	1	1	1	0	1	1	0	1
89	277	聚众冲击国家机关	38	1	1	1	1	1	0	1	1	0	1
90	278	聚众扰乱公共场所秩序、交通秩序	156	1	1	1	1	1	0	1	1	0	1
91	279	聚众斗殴	3437	1	1	1	0	1	0	1	1	0	1
92	280	寻衅滋事	22642	1	1	1	2	1	0	1	1	0	1
93	294	赌博	9401	0	1	1	1	1	2	1	1	0	1
94	297	编造、故意传播虚假恐怖信息	68	1	1	1	1	1	0	1	1	0	1
95	298	开设赌场	17588	1	1	1	1	1	0	1	1	0	1
96	302	伪证	108	1	1	1	1	1	1	1	1	0	1
97	304	妨害作证	104	1	1	1	0	1	1	1	1	0	1
98	305	帮助毁灭、伪造证据	96	1	1	1	1	1	1	1	1	0	1
99	306	打击报复证人	13	1	1	1	2	1	1	1	1	0	1
100	307	扰乱法庭秩序	16	1	1	1	2	1	0	1	1	0	1
101	308	窝藏、包庇	935	1	1	1	1	1	1	1	1	0	1
102	310	窝藏、转移、收购、销售赃物	45	1	0	1	1	1	1	1	1	0	1
103	311	拒不执行判决、裁定	2105	1	1	1	1	1	1	1	1	0	1
104	312	非法处置查封、扣押、冻结的财产	224	1	1	1	1	1	1	1	1	0	1
105	313	破坏监管秩序	91	1	1	1	0	1	1	1	1	0	1
106	314	脱逃	98	1	1	1	2	1	1	1	1	0	1
107	319	掩饰、隐瞒犯罪所得、犯罪所得收益	6538	1	0	1	1	1	1	1	1	0	1
108	335	倒卖文物罪发	15	0	0	1	1	1	1	1	1	0	1
109	337	盗掘古文化遗址、古墓葬	365	0	1	1	1	1	1	0	1	0	1
110	345	非法组织卖血	50	0	0	1	1	1	1	1	1	0	1
111	350	非法行医	2199	1	1	2	1	1	1	1	2	0	1
112	351	非法进行节育手术	79	1	1	2	1	1	1	1	2	0	1
113	360	非法捕捞水产品	1291	0	1	1	1	1	1	1	1	0	1
114	361	非法猎捕、杀害珍贵、濒危野生动物	234	0	1	1	1	1	1	1	1	0	1
115	363	非法狩猎	1318	0	1	1	1	1	1	1	1	0	1
116	365	非法采矿	658	0	1	1	1	1	1	1	1	0	1
117	367	非法采伐、毁坏国家重点保护植物	957	0	1	1	1	1	1	1	1	0	1
118	368	盗伐林木	2949	0	1	1	1	1	1	1	1	0	1
119	369	滥伐林木	9068	0	1	1	1	1	1	1	1	0	1
120	370	非法收购、运输盗伐、滥伐的林木	134	0	2	1	1	1	1	1	1	0	1
121	371	非法占用农用地	3443	0	1	1	1	1	1	1	1	0	1
122	372	非法收购、运输、加工、出售国家重点保护植物、国家重点保护植物制品	215	0	0	1	1	1	1	1	1	0	1
123	373	污染环境	884	1	1	1	1	1	1	1	1	1	1
124	374	走私、贩卖、运输、制造毒品	75326	0	0	1	2	1	1	1	1	0	1
125	375	非法持有毒品	10357	1	1	1	1	1	1	0	1	0	1
126	377	窝藏、转移、隐瞒毒品、毒赃	12	1	1	1	1	1	1	1	1	0	1
127	379	非法买卖制毒物品	145	0	0	1	1	1	1	1	1	0	1
128	380	非法种植毒品原植物	1459	0	1	1	1	1	2	1	1	0	1
129	382	引诱、教唆、欺骗他人吸毒	82	1	1	1	1	1	1	1	1	0	1
130	384	容留他人吸毒	40281	1	1	1	1	1	1	1	1	0	1
131	392	传播性病	32	1	1	1	1	1	1	1	1	0	1
132	395	制作、复制、出版、贩卖、传播淫秽物品牟利	103	0	0	1	1	1	1	1	1	0	1
133	399	组织淫秽表演	35	0	1	1	1	1	2	1	1	0	1
134	412	伪造、变造、买卖武装部队公文、证件、印章	31	0	0	1	1	1	1	1	1	0	1
135	425	过失损坏武器装备、军事设施、军事通信	24	1	1	1	1	1	1	1	1	1	1
136	427	贪污	3071	0	1	1	1	0	1	0	1	0	1
137	428	挪用公款	1267	0	1	1	1	0	1	1	1	0	1
138	429	受贿	2734	0	1	1	1	0	1	0	1	0	1
139	431	行贿	1902	0	1	1	1	1	1	1	1	0	1
140	433	介绍贿赂	71	0	1	1	1	2	1	1	1	0	1
141	437	私分国有资产	46	0	1	1	1	0	1	0	1	0	1
142	441	滥用职权	358	1	1	1	1	0	1	1	1	0	1
143	442	玩忽职守	824	1	1	1	1	0	1	1	1	1	1
144	445	徇私枉法	34	1	1	1	1	0	1	1	1	0	1
145	450	徇私舞弊不移交刑事案件	23	1	1	1	1	0	1	1	1	0	1
146	462	动植物检疫徇私舞弊	54	1	1	1	1	0	1	1	1	0	1
147	470	招收公务员、学生徇私舞弊	35	1	1	1	1	0	1	1	1	0	1
148	479	帮助犯罪分子逃避处罚	72	1	1	1	1	0	1	1	1	0	1
